customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Charges.Calculated,DailyExpense
0058-EVZWM,True,Female,False,True,False,55,True,True,Fiber optic,True,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),89.8,4959.6,4939.0,2.993333333333333
0060-FUALY,True,Female,False,True,False,59,True,True,Fiber optic,True,True,False,False,True,False,Month-to-month,True,Electronic check,94.75,5597.65,5590.25,3.158333333333333
0064-SUDOG,True,Female,False,True,True,12,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.3,224.5,243.60000000000002,0.6766666666666667
0064-YIJGF,True,Male,False,True,True,27,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.75,1929.0,2045.25,2.525
0067-DKWBL,True,Male,True,False,False,2,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Electronic check,49.25,91.1,98.5,1.6416666666666666
0068-FIGTF,True,Female,False,False,False,27,True,False,DSL,False,True,True,True,True,True,One year,False,Mailed check,78.2,2078.95,2111.4,2.606666666666667
0071-NDAFP,True,Male,False,True,True,25,True,True,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),25.5,630.6,637.5,0.85
0074-HDKDG,True,Male,False,True,True,25,True,False,DSL,True,True,True,False,False,False,One year,True,Bank transfer (automatic),61.6,1611.0,1540.0,2.0533333333333332
0076-LVEPS,True,Male,False,False,True,29,False,False,DSL,True,True,True,True,False,False,Month-to-month,True,Mailed check,45.0,1242.45,1305.0,1.5
0078-XZMHT,True,Male,False,True,False,72,True,True,DSL,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),85.15,6316.2,6130.8,2.8383333333333334
0080-EMYVY,True,Female,False,False,False,14,True,False,DSL,False,True,False,False,False,False,One year,False,Credit card (automatic),51.45,727.85,720.3000000000001,1.715
0080-OROZO,True,Female,False,False,False,35,True,False,Fiber optic,False,False,True,True,True,True,One year,True,Electronic check,99.25,3532.0,3473.75,3.308333333333333
0082-LDZUE,True,Male,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,44.3,44.3,44.3,1.4766666666666666
0082-OQIQY,True,Male,False,False,False,29,True,False,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,94.2,2607.6,2731.8,3.14
0083-PIVIK,True,Male,False,False,False,64,True,True,DSL,True,True,True,True,True,False,One year,False,Electronic check,81.25,5567.55,5200.0,2.7083333333333335
0089-IIQKO,True,Female,False,True,True,39,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Credit card (automatic),99.95,3767.4,3898.05,3.331666666666667
0093-EXYQL,True,Female,True,False,False,40,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,91.55,3673.6,3662.0,3.0516666666666667
0093-XWZFY,True,Male,False,False,False,40,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Credit card (automatic),104.5,4036.85,4180.0,3.4833333333333334
0094-OIFMO,True,Female,True,False,False,11,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,95.0,1120.3,1045.0,3.1666666666666665
0096-BXERS,True,Female,False,True,False,6,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,50.35,314.55,302.1,1.6783333333333335
0096-FCPUF,True,Male,False,False,False,30,True,True,DSL,True,False,False,False,False,True,Month-to-month,True,Mailed check,64.5,1888.45,1935.0,2.15
0098-BOWSO,True,Male,False,False,False,27,True,False,No,False,False,False,False,False,False,Month-to-month,True,Electronic check,19.4,529.8,523.8,0.6466666666666666
0100-DUVFC,True,Male,True,True,False,70,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Electronic check,104.8,7308.95,7336.0,3.493333333333333
0103-CSITQ,True,Female,False,True,False,57,True,True,Fiber optic,False,True,True,True,True,True,One year,True,Bank transfer (automatic),109.4,6252.7,6235.8,3.646666666666667
0104-PPXDV,True,Male,False,True,False,58,True,False,DSL,False,False,True,False,False,False,One year,False,Credit card (automatic),50.3,2878.55,2917.3999999999996,1.6766666666666665
0106-GHRQR,True,Male,False,False,False,16,True,True,DSL,False,True,True,False,False,True,Month-to-month,True,Bank transfer (automatic),71.4,1212.1,1142.4,2.3800000000000003
0106-UGRDO,True,Female,False,True,False,69,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,116.0,8182.85,8004.0,3.8666666666666667
0107-WESLM,True,Male,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,True,Electronic check,19.85,19.85,19.85,0.6616666666666667
0107-YHINA,True,Male,False,False,True,1,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,99.75,99.75,99.75,3.325
0111-KLBQG,True,Male,True,True,True,32,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Mailed check,93.95,2861.45,3006.4,3.131666666666667
0112-QAWRZ,True,Male,False,True,True,16,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Bank transfer (automatic),90.8,1442.2,1452.8,3.0266666666666664
0112-QWPNC,True,Male,False,True,False,49,True,True,DSL,True,False,True,True,True,True,One year,False,Electronic check,84.35,4059.35,4133.15,2.8116666666666665
0114-IGABW,True,Female,False,True,False,71,False,False,DSL,False,True,True,True,True,True,Two year,False,Bank transfer (automatic),58.25,4145.9,4135.75,1.9416666666666667
0114-PEGZZ,True,Female,False,False,False,33,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,False,Electronic check,107.55,3645.5,3549.15,3.585
0114-RSRRW,True,Female,False,True,False,10,True,False,No,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),19.95,187.75,199.5,0.665
0115-TFERT,True,Male,False,True,False,21,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,111.2,2317.1,2335.2000000000003,3.706666666666667
0117-LFRMW,True,Male,False,True,True,37,False,False,DSL,True,True,True,False,False,False,Month-to-month,False,Bank transfer (automatic),40.2,1448.8,1487.4,1.34
0118-JPNOY,True,Female,True,False,False,26,True,False,Fiber optic,True,False,False,False,True,False,Month-to-month,True,Credit card (automatic),85.8,2193.65,2230.7999999999997,2.8599999999999994
0120-YZLQA,False,Male,False,False,False,71,True,False,No,False,False,False,False,False,False,Two year,True,Credit card (automatic),19.9,1355.1,1412.8999999999999,0.6633333333333332
0121-SNYRK,True,Male,False,False,False,50,False,False,DSL,True,False,False,True,False,False,One year,True,Mailed check,35.4,1748.9,1770.0,1.18
0122-OAHPZ,True,Female,False,False,False,7,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,73.85,511.25,516.9499999999999,2.4616666666666664
0123-CRBRT,True,Female,False,True,True,61,True,True,DSL,True,True,True,True,True,True,Two year,False,Mailed check,88.1,5526.75,5374.099999999999,2.9366666666666665
0125-LZQXK,True,Male,False,False,False,15,True,False,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,101.35,1553.95,1520.25,3.3783333333333334
0128-MKWSG,True,Female,False,False,True,26,False,False,DSL,True,False,False,True,False,True,Month-to-month,False,Mailed check,45.8,1147.0,1190.8,1.5266666666666666
0129-KPTWJ,True,Male,False,True,False,72,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,94.65,6747.35,6814.8,3.1550000000000002
0129-QMPDR,True,Male,False,True,True,44,True,False,No,False,False,False,False,False,False,One year,True,Bank transfer (automatic),20.5,865.05,902.0,0.6833333333333333
0130-SXOUN,True,Male,False,False,False,66,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,False,Credit card (automatic),89.4,5976.9,5900.400000000001,2.9800000000000004
0133-BMFZO,True,Female,False,False,False,2,True,False,Fiber optic,True,True,False,True,False,False,Month-to-month,True,Electronic check,86.25,181.65,172.5,2.875
0134-XWXCE,True,Female,True,False,False,44,True,False,DSL,False,False,True,True,True,True,One year,False,Bank transfer (automatic),74.85,3268.05,3293.3999999999996,2.4949999999999997
0135-NMXAP,True,Female,False,False,False,12,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Bank transfer (automatic),89.75,1052.4,1077.0,2.9916666666666667
0136-IFMYD,True,Male,True,True,False,69,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Electronic check,109.95,7634.25,7586.55,3.665
0137-OCGAB,True,Female,False,False,False,1,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Mailed check,80.2,80.2,80.2,2.6733333333333333
0137-UDEUO,True,Female,False,False,False,3,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.85,63.75,59.550000000000004,0.6616666666666667
0139-IVFJG,True,Female,False,True,False,2,True,False,Fiber optic,True,True,False,False,True,False,Month-to-month,False,Electronic check,90.35,190.5,180.7,3.0116666666666663
0141-YEAYS,True,Female,True,False,False,27,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Bank transfer (automatic),86.45,2401.05,2334.15,2.881666666666667
0142-GVYSN,True,Male,False,False,False,26,True,False,No,False,False,False,False,False,False,Month-to-month,True,Electronic check,20.3,511.25,527.8000000000001,0.6766666666666667
0147-ESWWR,True,Female,True,True,False,39,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,101.25,3949.15,3948.75,3.375
0148-DCDOS,True,Male,False,False,False,25,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),94.7,2362.1,2367.5,3.1566666666666667
0151-ONTOV,True,Female,False,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,70.9,70.9,70.9,2.3633333333333337
0154-QYHJU,False,Male,False,False,False,29,True,False,DSL,True,True,False,True,False,False,One year,True,Electronic check,58.75,1696.2,1703.75,1.9583333333333333
0156-FVPTA,True,Male,False,True,False,22,True,False,DSL,True,False,False,True,False,False,Month-to-month,True,Electronic check,54.2,1152.7,1192.4,1.8066666666666669
0162-RZGMZ,False,Female,True,False,False,5,True,False,DSL,True,True,False,True,False,False,Month-to-month,False,Credit card (automatic),59.9,287.85,299.5,1.9966666666666666
0164-APGRB,True,Female,False,False,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,114.9,8496.7,8272.800000000001,3.8300000000000005
0164-XAIRP,True,Female,False,False,False,24,True,False,No,False,False,False,False,False,False,Two year,True,Bank transfer (automatic),19.55,470.2,469.20000000000005,0.6516666666666667
0168-XZKBB,True,Female,False,True,False,19,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,86.85,1564.4,1650.1499999999999,2.8949999999999996
0174-QRVVY,True,Male,False,True,True,71,True,True,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),25.35,1847.55,1799.8500000000001,0.8450000000000001
0177-PXBAT,True,Male,True,True,False,33,True,True,Fiber optic,True,False,True,True,True,True,Month-to-month,True,Bank transfer (automatic),109.9,3694.7,3626.7000000000003,3.6633333333333336
0178-CIIKR,True,Female,False,False,False,3,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.95,58.0,59.849999999999994,0.6649999999999999
0178-SZBHO,True,Male,False,True,True,47,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,False,Electronic check,87.2,4017.45,4098.400000000001,2.906666666666667
0181-RITDD,True,Male,False,True,True,62,True,False,Fiber optic,True,True,True,True,True,True,Two year,False,Mailed check,108.15,6825.65,6705.3,3.605
0186-CAERR,True,Male,False,False,False,71,True,True,Fiber optic,True,True,True,True,True,True,One year,True,Bank transfer (automatic),116.3,8309.55,8257.3,3.8766666666666665
0187-QSXOE,True,Male,True,True,False,7,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,89.0,605.45,623.0,2.966666666666667
0187-WZNAB,True,Female,False,True,True,27,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Mailed check,74.4,1972.35,2008.8000000000002,2.4800000000000004
0188-GWFLE,True,Male,False,False,False,2,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.05,33.7,40.1,0.6683333333333333
0191-EQUUH,True,Female,False,False,True,25,False,False,DSL,True,False,False,True,False,False,Two year,False,Bank transfer (automatic),35.05,844.45,876.2499999999999,1.1683333333333332
0191-ZHSKZ,True,Male,True,False,False,30,True,False,DSL,True,True,False,False,True,True,Month-to-month,True,Electronic check,74.75,2111.3,2242.5,2.4916666666666667
0193-ESZXP,True,Female,True,True,False,58,True,False,Fiber optic,True,True,False,True,True,True,One year,True,Credit card (automatic),105.5,6205.5,6119.0,3.5166666666666666
0195-IESCP,True,Male,False,True,False,10,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,85.25,855.3,852.5,2.841666666666667
0196-JTUQI,True,Female,False,False,False,9,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),75.2,633.85,676.8000000000001,2.506666666666667
0196-VULGZ,True,Female,True,True,False,6,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,84.35,474.9,506.09999999999997,2.8116666666666665
0197-PNKNK,True,Female,False,True,True,69,True,True,Fiber optic,True,False,True,False,False,False,One year,False,Bank transfer (automatic),84.45,5848.6,5827.05,2.815
0201-MIBOL,True,Female,True,False,False,66,True,True,Fiber optic,True,False,False,False,True,True,Two year,True,Bank transfer (automatic),102.4,6471.85,6758.400000000001,3.4133333333333336
0201-OAMXR,True,Female,False,False,False,70,True,True,Fiber optic,True,True,True,True,True,True,One year,False,Credit card (automatic),115.55,8127.6,8088.5,3.8516666666666666
0203-HHYIJ,True,Male,False,False,False,25,True,True,No,False,False,False,False,False,False,One year,False,Bank transfer (automatic),25.3,676.35,632.5,0.8433333333333334
0206-OYVOC,True,Female,False,True,True,46,True,False,No,False,False,False,False,False,False,Two year,True,Mailed check,19.25,864.2,885.5,0.6416666666666667
0206-TBWLC,True,Female,False,True,False,54,True,True,Fiber optic,True,True,True,True,True,True,One year,True,Mailed check,114.65,6049.5,6191.1,3.8216666666666668
0207-MDKNV,True,Female,False,False,False,15,True,False,Fiber optic,True,False,True,True,True,True,Month-to-month,False,Electronic check,105.1,1582.75,1576.5,3.5033333333333334
0208-BPQEJ,True,Female,False,True,True,12,True,False,No,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),19.4,198.1,232.79999999999998,0.6466666666666666
0212-ISBBF,True,Female,False,False,False,22,False,False,DSL,False,True,False,False,True,True,Month-to-month,True,Electronic check,50.35,1098.85,1107.7,1.6783333333333335
0214-JHPFW,True,Female,False,True,False,70,False,False,DSL,False,True,True,True,True,True,Two year,False,Bank transfer (automatic),57.8,4039.3,4046.0,1.9266666666666667
0215-BQKGS,True,Male,False,False,False,30,True,False,Fiber optic,True,True,True,False,False,False,Month-to-month,True,Credit card (automatic),84.3,2438.6,2529.0,2.81
0218-QNVAS,True,Male,False,True,True,71,True,True,Fiber optic,False,True,False,False,True,True,One year,False,Bank transfer (automatic),100.55,7113.75,7139.05,3.3516666666666666
0219-QAERP,True,Male,False,True,False,30,True,False,No,False,False,False,False,False,False,One year,False,Credit card (automatic),19.8,576.65,594.0,0.66
0219-YTZUE,True,Male,False,True,True,4,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Bank transfer (automatic),84.8,371.9,339.2,2.8266666666666667
0220-EBGCE,True,Male,False,False,False,2,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Electronic check,85.85,167.3,171.7,2.8616666666666664
0221-NAUXK,True,Male,False,False,True,10,True,False,No,False,False,False,False,False,False,One year,True,Bank transfer (automatic),19.95,219.5,199.5,0.665
0221-WMXNQ,True,Male,True,False,False,4,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,75.35,273.4,301.4,2.5116666666666663
0222-CNVPT,True,Male,True,False,False,52,False,False,DSL,True,False,False,False,True,True,Month-to-month,True,Credit card (automatic),48.8,2555.05,2537.6,1.6266666666666667
0224-HJAPT,True,Male,False,False,False,5,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,47.15,223.15,235.75,1.5716666666666668
0224-NIJLP,True,Male,False,True,True,8,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,20.15,165.5,161.2,0.6716666666666666
0224-RLWWD,True,Female,True,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,44.3,89.3,88.6,1.4766666666666666
0225-ZORZP,True,Male,False,False,False,3,True,False,Fiber optic,False,True,False,False,False,True,Month-to-month,False,Electronic check,84.3,235.05,252.89999999999998,2.8099999999999996
0228-MAUWC,True,Male,False,False,False,19,True,True,DSL,False,False,True,True,False,False,Month-to-month,False,Electronic check,59.55,1144.6,1131.45,1.985
0229-LFJAF,True,Male,False,False,False,72,True,True,DSL,True,True,True,True,False,False,Two year,False,Bank transfer (automatic),69.65,4908.25,5014.8,2.3216666666666668
0230-UBYPQ,True,Male,True,True,False,63,False,False,DSL,True,False,False,True,False,False,One year,False,Bank transfer (automatic),36.1,2298.9,2274.3,1.2033333333333334
0230-WEQUW,True,Male,False,True,False,66,False,False,DSL,True,True,True,True,True,False,Two year,True,Bank transfer (automatic),56.6,3789.2,3735.6,1.8866666666666667
0231-LXVAP,True,Male,False,False,False,1,True,False,Fiber optic,False,False,False,True,False,False,Month-to-month,True,Electronic check,75.9,75.9,75.9,2.5300000000000002
0233-FTHAV,True,Female,False,False,False,60,True,True,Fiber optic,False,False,True,False,False,False,One year,True,Bank transfer (automatic),79.2,4765.0,4752.0,2.64
0234-TEVTT,True,Female,False,True,True,48,False,False,DSL,True,False,True,False,False,True,One year,False,Credit card (automatic),45.0,2196.3,2160.0,1.5
0235-KGSLC,True,Female,False,False,False,1,True,False,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Credit card (automatic),85.55,85.55,85.55,2.8516666666666666
0236-HFWSV,True,Male,False,False,False,15,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,93.35,1444.65,1400.25,3.111666666666667
0237-YFUTL,True,Female,False,True,False,50,True,True,Fiber optic,True,True,False,True,True,True,Month-to-month,True,Bank transfer (automatic),109.65,5405.8,5482.5,3.655
0238-WHBIQ,True,Male,False,True,True,72,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),89.7,6339.3,6458.400000000001,2.99
0239-OXEXL,True,Female,False,False,False,46,True,True,Fiber optic,True,True,False,False,False,False,Month-to-month,False,Mailed check,84.25,3847.6,3875.5,2.808333333333333
0244-LGNFY,True,Female,False,True,True,72,True,True,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),92.65,6733.0,6670.8,3.0883333333333334
0247-SLUJI,True,Male,False,True,True,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.7,19.7,19.7,0.6566666666666666
0248-IPDFW,True,Female,False,False,False,1,True,True,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,50.1,50.1,50.1,1.6700000000000002
0248-PGHBZ,True,Female,True,False,False,67,True,False,Fiber optic,True,True,False,True,True,False,Two year,True,Bank transfer (automatic),92.45,6140.85,6194.150000000001,3.081666666666667
0253-ZTEOB,True,Female,False,True,True,48,True,True,DSL,False,True,False,True,True,True,Two year,False,Electronic check,79.65,3870.3,3823.2000000000003,2.6550000000000002
0254-FNMCI,True,Female,False,False,False,72,True,False,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,109.9,7624.2,7912.8,3.6633333333333336
0254-KCJGT,True,Male,False,True,False,52,True,True,DSL,True,True,True,True,False,True,One year,True,Credit card (automatic),81.4,4354.45,4232.8,2.7133333333333334
0254-WWRKD,True,Female,False,True,True,67,True,False,DSL,False,True,False,False,False,False,One year,False,Credit card (automatic),50.55,3431.75,3386.85,1.685
0256-LTHVJ,True,Female,False,True,True,28,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,81.05,2227.1,2269.4,2.7016666666666667
0257-KXZGU,True,Female,False,True,True,32,True,True,DSL,False,True,True,False,False,False,Month-to-month,False,Bank transfer (automatic),62.45,2045.55,1998.4,2.0816666666666666
0257-ZESQC,True,Female,True,True,False,27,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.2,1929.35,2030.4,2.506666666666667
0258-NOKBL,True,Male,False,False,False,3,True,False,Fiber optic,False,True,True,False,False,True,Month-to-month,False,Electronic check,90.4,268.45,271.20000000000005,3.0133333333333336
0259-GBZSH,True,Male,False,False,False,2,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,85.65,181.5,171.3,2.855
0260-ZDLGK,True,Female,False,False,True,9,True,False,DSL,False,False,True,True,True,True,Month-to-month,True,Mailed check,72.9,651.4,656.1,2.43
0263-FJTQO,True,Male,False,True,True,50,True,True,DSL,True,False,False,True,True,False,Two year,True,Credit card (automatic),70.5,3486.65,3525.0,2.35
0264-CNITK,True,Female,False,True,True,71,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.1,1389.6,1427.1000000000001,0.67
0265-EDXBD,True,Male,True,True,False,32,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.9,2303.35,2396.8,2.496666666666667
0265-PSUAE,True,Female,False,True,True,16,True,False,Fiber optic,True,False,True,False,True,True,Month-to-month,False,Bank transfer (automatic),100.7,1522.7,1611.2,3.356666666666667
0266-CLZKZ,True,Female,False,True,True,67,True,True,Fiber optic,False,False,True,True,True,True,Two year,True,Bank transfer (automatic),105.65,6717.9,7078.55,3.521666666666667
